Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
184,Tyrese Haliburton,PG,23,IND,44,43,32.0,7.8,15.9,.494,3.2,8.0,.400,4.7,7.9,.587,.594,3.0,3.6,.854,0.6,3.3,3.9,11.7,1.0,0.7,2.4,1.0,21.9
185,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3
186,Tim Hardaway Jr.,SF,31,DAL,53,10,29.8,5.9,14.2,.414,3.1,8.6,.360,2.8,5.6,.497,.523,2.3,2.6,.871,0.3,3.3,3.6,1.7,0.5,0.1,1.0,1.6,17.2
187,James Harden,PG,34,LAC,50,50,34.6,5.1,11.3,.447,2.8,6.7,.420,2.3,4.7,.485,.571,4.4,5.0,.876,0.5,4.7,5.2,8.3,1.2,0.9,2.6,1.9,17.3
188,Jaden Hardy,SG,21,DAL,51,6,15.4,3.0,7.3,.408,1.4,3.7,.369,1.6,3.6,.446,.500,0.7,1.0,.717,0.3,1.7,2.0,1.6,0.3,0.1,0.8,1.1,8.1
189,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
190,Gary Harris,SG,29,ORL,35,8,22.8,2.4,5.5,.440,1.3,3.7,.359,1.1,1.8,.613,.562,0.8,1.0,.771,0.5,1.1,1.6,1.7,0.9,0.3,0.5,1.8,7.0
191,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4
192,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0
193,Tobias Harris,PF,31,PHI,50,50,33.8,6.7,13.2,.503,1.2,3.3,.347,5.5,9.9,.556,.547,3.0,3.3,.898,1.1,5.0,6.0,3.4,1.0,0.5,1.4,1.7,17.5
194,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7
195,Josh Hart,SF,28,NYK,56,17,30.3,3.1,7.3,.431,0.9,3.0,.312,2.2,4.3,.517,.496,0.9,1.1,.836,1.3,5.9,7.2,3.3,0.8,0.3,1.3,1.9,8.1
196,Isaiah Hartenstein,C,25,NYK,52,26,25.3,2.8,4.5,.621,0.0,0.1,.333,2.8,4.4,.624,.623,1.4,2.0,.718,3.4,5.1,8.5,2.0,1.1,1.1,1.2,2.9,7.0
197,Sam Hauser,SF,26,BOS,56,6,21.2,2.8,6.2,.451,2.2,5.3,.419,0.6,0.9,.646,.632,0.3,0.3,.882,0.6,2.7,3.3,0.9,0.4,0.3,0.5,1.3,8.1
198,Jordan Hawkins,SG,21,NOP,50,10,20.2,3.1,8.0,.391,2.0,5.3,.371,1.2,2.8,.428,.512,1.3,1.5,.853,0.5,2.1,2.7,1.3,0.3,0.1,0.7,1.3,9.5
199,Jaxson Hayes,C,23,LAL,47,3,11.3,1.6,2.3,.694,0.0,0.1,.000,1.6,2.1,.743,.694,0.6,1.0,.596,0.8,1.6,2.4,0.5,0.5,0.4,0.5,1.7,3.8
200,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
201,Gordon Hayward,SF,33,TOT,27,25,30.6,5.3,11.3,.464,0.8,2.3,.361,4.4,9.1,.490,.500,2.4,3.1,.771,1.0,3.7,4.7,4.3,1.0,0.4,1.9,1.7,13.7
201,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5
201,Gordon Hayward,SF,33,OKC,2,0,14.0,1.5,4.5,.333,0.0,0.0,,1.5,4.5,.333,.333,1.0,1.0,1.000,0.5,4.5,5.0,0.5,0.0,0.0,0.0,0.0,4.0
202,Scoot Henderson,PG,19,POR,43,16,27.0,4.4,11.8,.375,1.2,3.9,.310,3.2,7.9,.408,.427,2.8,3.4,.818,0.9,2.1,3.0,4.7,0.6,0.2,3.0,3.0,12.9
203,Taylor Hendricks,PF,20,UTA,18,1,15.3,1.9,4.7,.405,0.9,2.8,.314,1.0,1.8,.545,.500,0.4,0.5,.778,1.1,2.1,3.2,0.5,0.6,0.5,0.8,1.2,5.1
204,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8
205,Buddy Hield,SF-SG,31,TOT,58,34,26.8,4.7,10.4,.450,2.8,7.1,.393,1.9,3.3,.572,.584,0.5,0.6,.838,0.6,2.6,3.3,3.0,0.9,0.6,1.3,2.2,12.7
205,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0
205,Buddy Hield,SG,31,PHI,6,6,36.8,7.3,14.8,.494,4.2,9.2,.455,3.2,5.7,.559,.635,0.5,0.7,.750,0.5,3.3,3.8,6.2,1.3,0.2,2.5,3.8,19.3
206,Haywood Highsmith,PF,27,MIA,41,24,21.1,2.1,5.0,.426,1.1,3.0,.372,1.0,2.0,.506,.537,0.5,0.6,.808,0.9,2.0,2.9,1.0,1.0,0.5,0.6,2.0,5.9
207,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8
208,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
209,Aaron Holiday,PG,27,HOU,53,1,17.6,2.5,5.5,.456,1.2,3.0,.406,1.3,2.5,.515,.566,0.8,0.8,.889,0.3,1.5,1.8,1.9,0.6,0.1,0.8,1.6,7.0
210,Jrue Holiday,PG,33,BOS,52,52,33.3,4.9,10.4,.475,2.1,4.7,.440,2.9,5.7,.503,.574,1.1,1.3,.824,1.3,4.4,5.7,4.8,0.8,0.7,1.8,1.7,13.0
211,Justin Holiday,SG,34,DEN,34,9,14.6,1.4,3.1,.449,0.9,2.2,.400,0.5,0.9,.563,.589,0.1,0.1,.750,0.2,1.1,1.2,1.0,0.6,0.1,0.2,1.4,3.8
212,Richaun Holmes,C-PF,30,TOT,26,2,10.2,1.5,2.7,.565,0.0,0.0,,1.5,2.7,.565,.565,0.5,0.8,.571,1.3,1.8,3.2,0.6,0.2,0.4,0.5,1.4,3.5
212,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4
212,Richaun Holmes,PF,30,WAS,3,0,9.3,2.0,3.3,.600,0.0,0.0,,2.0,3.3,.600,.600,0.0,0.0,,0.3,1.0,1.3,0.3,0.3,0.3,0.0,1.3,4.0
213,Chet Holmgren,C,21,OKC,56,56,30.0,6.4,11.8,.540,1.7,4.3,.396,4.7,7.5,.622,.612,2.4,3.2,.768,1.6,6.1,7.7,2.6,0.7,2.6,1.7,2.6,16.9
214,Jalen Hood-Schifino,SG,20,LAL,19,0,5.4,0.5,2.2,.244,0.1,0.7,.154,0.4,1.5,.286,.268,0.6,0.9,.611,0.1,0.5,0.6,0.4,0.2,0.1,0.5,0.7,1.7
215,Al Horford,C,37,BOS,47,22,27.1,3.0,6.1,.488,1.6,3.9,.409,1.4,2.2,.625,.618,0.4,0.4,.850,1.3,5.4,6.7,2.7,0.5,1.0,0.7,1.5,7.9
216,Talen Horton-Tucker,PG,23,UTA,36,11,20.2,3.8,9.2,.411,1.1,3.4,.331,2.6,5.8,.459,.473,1.7,2.2,.782,0.5,2.0,2.4,3.9,1.0,0.3,1.5,1.9,10.4
217,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
218,Caleb Houstan,SF,21,ORL,40,8,14.9,1.5,3.9,.390,1.3,3.6,.371,0.2,0.3,.636,.562,0.4,0.6,.773,0.6,1.0,1.6,0.6,0.3,0.0,0.4,1.1,4.8
219,Jett Howard,SF,20,ORL,13,0,3.8,0.6,1.7,.364,0.4,1.3,.294,0.2,0.4,.600,.477,0.2,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.2,0.2,1.8
220,Kevin Huerter,SG,25,SAC,53,48,25.1,4.1,9.1,.455,2.1,5.6,.375,2.0,3.5,.584,.571,0.6,0.8,.791,0.6,3.0,3.6,2.6,0.7,0.4,0.8,2.1,11.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
221,Jay Huff,C,25,DEN,10,0,2.9,0.5,1.0,.500,0.2,0.7,.286,0.3,0.3,1.000,.600,0.0,0.0,,0.0,0.5,0.5,0.1,0.1,0.0,0.1,0.7,1.2
222,De'Andre Hunter,SF,26,ATL,32,24,28.3,5.1,10.8,.471,2.0,4.8,.414,3.1,6.0,.516,.563,3.0,3.4,.898,0.6,3.3,3.9,1.3,0.8,0.3,1.4,2.8,15.1
223,Matthew Hurt,PF,23,MEM,3,0,18.7,2.0,6.0,.333,0.7,3.3,.200,1.3,2.7,.500,.389,1.0,1.0,1.000,1.3,0.7,2.0,1.0,0.0,0.3,0.0,0.7,5.7
224,Bones Hyland,PG,23,LAC,19,2,13.2,2.3,6.3,.367,1.1,3.4,.313,1.3,2.9,.429,.450,0.5,0.6,.833,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,6.2
225,Joe Ingles,SF,36,ORL,43,0,17.3,1.6,3.9,.419,1.1,2.7,.421,0.5,1.2,.415,.563,0.4,0.5,.857,0.3,2.0,2.3,3.0,0.6,0.1,0.9,1.5,4.8
226,Brandon Ingram,SF,26,NOP,51,51,33.4,8.0,16.4,.490,1.4,3.9,.362,6.6,12.5,.531,.533,3.9,5.0,.794,0.7,4.3,5.0,5.8,0.8,0.6,2.5,2.3,21.4
227,Kyrie Irving,SG,31,DAL,34,34,34.0,9.7,19.6,.494,3.0,7.1,.421,6.7,12.5,.535,.570,3.2,3.7,.880,0.8,4.4,5.2,5.4,1.3,0.5,1.6,1.9,25.6
228,Jonathan Isaac,PF,26,ORL,39,1,15.1,2.3,4.9,.479,0.5,1.7,.299,1.8,3.2,.577,.532,1.1,1.5,.733,1.3,3.0,4.3,0.5,0.7,1.2,0.5,1.1,6.3
229,Jaden Ivey,SG,21,DET,52,36,27.9,5.3,11.9,.448,1.6,4.3,.360,3.8,7.6,.499,.514,2.8,3.9,.729,1.3,2.4,3.6,3.7,0.7,0.6,2.4,2.8,15.1
230,Andre Jackson Jr.,SG,22,MIL,45,8,11.0,1.0,1.9,.523,0.3,0.9,.375,0.7,1.0,.652,.610,0.2,0.2,.727,0.8,1.2,2.0,1.0,0.3,0.1,0.5,1.8,2.5
231,GG Jackson II,PF,19,MEM,24,1,19.6,4.0,8.7,.455,1.8,4.5,.402,2.2,4.3,.510,.557,1.6,2.4,.655,1.0,2.5,3.5,0.8,0.5,0.7,0.9,1.3,11.3
232,Isaiah Jackson,C,22,IND,44,3,13.9,2.8,4.3,.660,0.0,0.1,.000,2.8,4.2,.674,.660,1.4,1.9,.714,1.5,2.6,4.1,0.9,0.6,1.1,0.7,2.6,7.0
233,Jaren Jackson Jr.,C,24,MEM,52,52,31.8,7.8,17.3,.449,1.8,5.7,.324,5.9,11.6,.510,.502,5.0,6.1,.820,1.2,4.2,5.4,2.2,1.1,1.5,2.4,3.5,22.4
234,Justin Jackson,SF,28,MIN,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Reggie Jackson,PG,33,DEN,57,16,23.1,4.3,9.6,.453,1.3,3.5,.360,3.1,6.1,.507,.519,0.9,1.2,.776,0.4,1.7,2.1,4.0,0.6,0.2,1.3,1.8,10.8
236,Trayce Jackson-Davis,PF,23,GSW,42,3,12.9,2.8,4.0,.682,0.0,0.0,,2.8,4.0,.682,.682,1.0,1.7,.603,1.7,2.4,4.1,1.0,0.3,0.8,0.6,1.6,6.6
237,LeBron James,PF,39,LAL,50,50,34.9,9.4,18.0,.522,2.1,5.3,.398,7.3,12.7,.573,.581,4.0,5.4,.743,0.9,6.3,7.2,7.8,1.3,0.6,3.2,1.1,24.9
238,Jaime Jaquez Jr.,SF,22,MIA,50,16,29.4,4.9,10.1,.488,0.9,2.9,.315,4.0,7.2,.557,.533,2.0,2.5,.821,1.3,2.7,3.9,2.6,1.1,0.2,1.7,2.3,12.8
239,DaQuan Jeffries,SG,26,NYK,12,0,2.6,0.4,1.1,.385,0.1,0.5,.167,0.3,0.6,.571,.423,0.0,0.2,.000,0.0,0.4,0.4,0.2,0.0,0.0,0.1,0.2,0.9
240,Trey Jemison,C,24,TOT,9,3,15.7,1.9,4.0,.472,0.0,0.0,,1.9,4.0,.472,.472,0.7,0.8,.857,1.7,1.8,3.4,0.8,0.4,1.1,1.0,2.6,4.4
240,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
240,Trey Jemison,C,24,MEM,7,3,20.0,2.4,5.1,.472,0.0,0.0,,2.4,5.1,.472,.472,0.9,1.0,.857,2.1,2.1,4.3,1.0,0.6,1.4,1.1,3.3,5.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
241,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
242,Isaiah Joe,SG,24,OKC,52,0,18.6,2.9,6.3,.471,2.0,4.6,.427,1.0,1.7,.593,.628,0.6,0.8,.846,0.4,1.9,2.3,1.2,0.6,0.3,0.6,1.2,8.5
243,Cameron Johnson,PF,27,BRK,43,40,27.9,4.9,11.0,.446,2.4,6.1,.388,2.5,4.8,.519,.554,1.3,1.7,.753,1.1,3.6,4.7,2.5,0.8,0.3,0.9,1.9,13.4
244,Jalen Johnson,SF,22,ATL,42,39,34.1,6.3,12.0,.523,1.1,3.3,.343,5.1,8.6,.592,.571,1.9,2.7,.723,1.4,7.3,8.7,3.3,1.2,0.9,1.7,2.6,15.6
245,James Johnson,PF,36,IND,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8
246,Keldon Johnson,SF,24,SAS,53,26,29.9,5.9,13.0,.451,1.7,5.1,.332,4.2,7.9,.529,.517,2.6,3.4,.782,1.4,4.2,5.6,3.0,0.8,0.3,1.5,2.3,16.1
247,Keon Johnson,SG,21,BRK,3,0,15.7,2.0,5.3,.375,1.3,2.7,.500,0.7,2.7,.250,.500,2.7,2.7,1.000,0.7,0.7,1.3,1.0,1.0,0.3,1.0,1.0,8.0
248,Keyontae Johnson,SF,23,OKC,8,0,8.0,0.5,1.8,.286,0.1,0.4,.333,0.4,1.4,.273,.321,0.0,0.0,,0.4,0.8,1.1,0.5,0.0,0.0,0.5,0.6,1.1
249,Nikola Jokić,C,28,DEN,55,55,33.8,10.2,17.5,.584,1.0,2.9,.352,9.2,14.6,.631,.614,4.5,5.6,.811,2.9,9.3,12.2,9.1,1.2,0.9,2.9,2.6,26.0
250,Colby Jones,SG,21,SAC,17,0,7.1,1.0,2.7,.370,0.1,0.8,.077,0.9,1.9,.485,.380,0.1,0.3,.400,0.6,0.9,1.5,0.6,0.2,0.1,0.3,0.9,2.2
251,Damian Jones,C,28,CLE,25,0,6.0,0.7,1.3,.531,0.1,0.3,.286,0.6,1.0,.600,.563,0.4,0.4,.909,0.4,1.0,1.3,0.5,0.1,0.4,0.4,0.6,1.8
252,Derrick Jones Jr.,SF,26,DAL,51,47,25.2,3.5,7.1,.485,1.2,3.5,.343,2.2,3.6,.626,.570,1.3,1.8,.739,1.1,2.5,3.6,1.0,0.8,0.7,0.9,1.8,9.5
253,Herbert Jones,SF,25,NOP,52,52,29.0,4.0,7.9,.508,1.5,3.5,.415,2.6,4.4,.583,.600,1.7,2.0,.857,1.1,2.6,3.8,2.5,1.3,0.8,1.3,2.9,11.3
254,Tre Jones,PG,24,SAS,52,23,26.1,3.8,7.6,.497,0.7,2.3,.288,3.1,5.3,.586,.540,1.4,1.6,.877,0.7,2.5,3.2,5.8,1.0,0.1,1.4,1.2,9.6
255,Tyus Jones,PG,27,WAS,56,56,28.9,5.2,10.4,.498,1.6,3.8,.427,3.6,6.6,.539,.576,0.5,0.6,.778,0.3,2.4,2.8,6.9,1.1,0.3,0.9,0.8,12.5
256,DeAndre Jordan,C,35,DEN,29,1,11.3,1.7,2.6,.632,0.0,0.0,,1.7,2.6,.632,.632,0.8,1.7,.449,1.7,2.9,4.6,0.7,0.2,0.4,0.7,1.7,4.1
257,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4
258,Nikola Jović,PF,20,MIA,23,15,16.7,2.0,4.8,.427,1.1,2.4,.464,0.9,2.3,.389,.545,0.6,1.0,.583,0.7,3.4,4.1,1.9,0.3,0.3,1.0,1.9,5.8
259,Johnny Juzang,SG,22,UTA,2,0,3.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
260,Luke Kennard,SG,27,MEM,28,12,24.8,3.5,8.0,.442,2.7,6.1,.444,0.8,1.9,.434,.612,0.9,1.1,.839,0.3,2.6,2.9,3.0,0.5,0.0,1.1,1.1,10.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
261,Walker Kessler,C,22,UTA,49,17,23.3,3.7,5.7,.646,0.1,0.4,.211,3.6,5.3,.678,.654,0.9,1.5,.560,2.6,4.8,7.4,0.9,0.5,2.7,1.0,2.2,8.3
262,Braxton Key,SF,26,DEN,16,0,3.3,0.4,0.9,.400,0.1,0.3,.250,0.3,0.7,.455,.433,0.3,0.4,.667,0.2,0.6,0.8,0.5,0.1,0.1,0.1,0.3,1.1
263,Corey Kispert,SF,24,WAS,55,1,22.6,4.3,9.1,.479,2.1,5.6,.367,2.3,3.5,.660,.592,1.4,1.8,.778,0.3,2.1,2.5,1.6,0.4,0.1,1.1,1.6,12.1
264,Maxi Kleber,C,32,DAL,20,7,21.9,2.1,4.5,.461,0.9,2.6,.353,1.2,1.9,.605,.562,0.8,1.2,.652,0.8,2.8,3.6,1.8,0.4,0.8,1.0,2.1,5.8
265,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2
266,John Konchar,SF,27,MEM,45,15,19.5,1.5,3.6,.426,0.6,2.0,.297,0.9,1.6,.592,.509,0.3,0.4,.813,1.2,3.1,4.3,1.8,0.8,0.9,0.6,1.2,4.0
267,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
268,Luke Kornet,C,28,BOS,41,2,14.8,2.1,3.1,.698,0.0,0.0,,2.1,3.1,.698,.698,0.7,0.8,.879,1.9,2.0,3.9,0.9,0.4,1.0,0.4,1.4,5.0
269,Vit Krejci,PG,23,ATL,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Jonathan Kuminga,PF,21,GSW,54,28,25.6,5.8,11.0,.527,0.7,2.4,.313,5.1,8.6,.586,.561,2.9,4.0,.727,1.3,3.4,4.7,2.0,0.7,0.5,1.6,2.2,15.2
271,Kyle Kuzma,PF,28,WAS,54,54,31.6,8.6,18.8,.457,2.3,6.8,.336,6.3,12.0,.525,.518,2.4,3.1,.778,1.0,5.4,6.4,4.1,0.5,0.7,2.6,2.2,21.9
272,Jock Landale,C,28,HOU,30,0,9.4,0.9,2.3,.386,0.1,0.6,.111,0.8,1.7,.481,.400,0.4,0.6,.765,1.3,1.0,2.3,0.7,0.3,0.4,0.4,0.9,2.3
273,Jake LaRavia,PF,22,MEM,12,0,11.6,1.4,4.3,.333,0.4,2.3,.185,1.0,2.0,.500,.382,0.3,0.4,.800,0.8,0.8,1.7,0.7,0.3,0.1,0.4,1.7,3.6
274,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
275,A.J. Lawson,SG,23,DAL,27,0,8.5,1.4,3.1,.464,0.5,1.5,.325,1.0,1.6,.591,.542,0.4,0.7,.632,0.4,0.8,1.2,0.5,0.3,0.1,0.4,0.7,3.8
276,Saben Lee,PG,24,PHO,14,0,7.6,0.9,2.2,.419,0.0,0.6,.000,0.9,1.6,.565,.419,1.5,2.1,.724,0.4,1.1,1.4,1.1,0.5,0.2,0.5,0.4,3.4
277,Alex Len,C,30,SAC,23,0,8.6,1.1,1.8,.610,0.0,0.1,.000,1.1,1.7,.658,.610,0.3,0.7,.467,1.2,1.8,3.0,1.0,0.3,0.5,0.6,1.2,2.5
278,Kawhi Leonard,SF,32,LAC,50,50,34.3,9.0,17.0,.531,2.3,5.1,.447,6.7,11.9,.566,.598,3.7,4.1,.893,1.2,4.9,6.1,3.7,1.7,0.9,1.7,1.5,24.0
279,Caris LeVert,SG,29,CLE,45,1,27.4,5.1,12.4,.414,1.6,5.0,.327,3.5,7.3,.473,.480,2.2,2.9,.760,0.5,3.0,3.6,4.4,0.9,0.4,1.5,1.7,14.0
280,Kira Lewis Jr.,PG,22,TOT,18,0,8.4,0.9,2.9,.302,0.1,1.2,.095,0.8,1.8,.438,.321,0.6,0.6,.909,0.2,0.6,0.8,1.1,0.3,0.1,0.4,0.5,2.4
280,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9
280,Kira Lewis Jr.,PG,22,TOR,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
280,Kira Lewis Jr.,PG,22,UTA,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
281,Maxwell Lewis,SF,21,LAL,20,0,3.5,0.2,0.6,.250,0.1,0.2,.333,0.1,0.5,.222,.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4
282,E.J. Liddell,PF,23,NOP,8,0,2.9,0.1,0.8,.167,0.0,0.6,.000,0.1,0.1,1.000,.167,0.3,0.3,1.000,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5
283,Damian Lillard,PG,33,MIL,52,52,35.0,7.4,17.5,.421,2.9,8.5,.339,4.5,9.0,.498,.503,6.9,7.5,.923,0.6,3.7,4.2,6.8,1.1,0.2,2.5,1.7,24.6
284,Nassir Little,SF,23,PHO,33,2,12.9,1.5,3.2,.458,0.6,1.8,.317,0.9,1.4,.638,.547,0.5,0.6,.850,0.4,1.7,2.2,0.6,0.3,0.3,0.4,1.1,4.1
285,Dereck Lively II,C,19,DAL,38,36,25.5,4.1,5.6,.735,0.0,0.1,.000,4.1,5.5,.742,.735,0.9,1.6,.557,2.8,4.9,7.7,1.3,0.6,1.5,1.1,2.9,9.1
286,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0
287,Chris Livingston,SF,20,MIL,15,0,4.1,0.5,0.9,.500,0.1,0.1,1.000,0.4,0.9,.462,.536,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.2,0.5,1.1
288,Kenneth Lofton Jr.,PF,21,TOT,17,0,6.4,0.9,2.5,.349,0.2,0.7,.250,0.7,1.8,.387,.384,0.5,0.9,.533,0.1,0.9,1.1,0.8,0.2,0.2,0.5,0.9,2.4
288,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
288,Kenneth Lofton Jr.,PF,21,PHI,2,0,4.5,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0
289,Kevon Looney,C,27,GSW,55,36,17.7,2.0,3.3,.607,0.0,0.0,.000,2.0,3.3,.610,.607,0.8,1.1,.694,2.2,4.0,6.3,2.1,0.4,0.3,0.7,2.2,4.8
290,Brook Lopez,C,35,MIL,54,54,31.5,4.9,10.2,.484,1.8,5.3,.344,3.1,4.9,.634,.573,1.4,1.7,.835,1.5,4.0,5.5,1.6,0.6,2.7,0.9,2.6,13.1
291,Robin Lopez,C,35,MIL,16,2,4.1,0.4,1.2,.368,0.1,0.5,.250,0.3,0.7,.455,.421,0.1,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1
