Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
87,Alex Caruso,SG,29,CHI,48,35,27.1,3.5,7.1,.484,1.7,4.3,.403,1.7,2.9,.606,.605,1.2,1.5,.781,1.0,2.8,3.8,2.9,1.4,1.2,1.4,2.5,9.8
88,Colin Castleton,C,23,LAL,7,0,5.1,1.0,1.4,.700,0.0,0.0,,1.0,1.4,.700,.700,0.6,0.6,1.000,0.6,0.7,1.3,0.4,0.0,0.0,0.1,1.0,2.6
89,Malcolm Cazalon,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Julian Champagnie,SF,22,SAS,50,35,16.7,1.9,4.8,.402,1.3,3.4,.368,0.7,1.4,.485,.533,0.8,1.0,.796,0.6,1.9,2.5,1.2,0.6,0.5,0.6,1.1,5.9
91,Justin Champagnie,SF,22,WAS,2,0,5.0,2.5,3.5,.714,0.5,1.5,.333,2.0,2.0,1.000,.786,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,5.5
92,Max Christie,SG,20,LAL,45,7,17.4,1.8,4.3,.423,0.7,2.1,.347,1.1,2.2,.495,.508,0.7,0.9,.780,0.3,2.4,2.6,1.1,0.4,0.4,0.7,1.2,5.1
93,Sidy Cissoko,SF,19,SAS,5,0,6.4,0.2,1.2,.167,0.0,0.8,.000,0.2,0.4,.500,.167,0.8,0.8,1.000,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.4,1.2
94,Jordan Clarkson,SG,31,UTA,47,19,30.2,6.1,14.7,.414,1.7,5.6,.294,4.4,9.1,.488,.470,3.3,3.8,.877,1.0,2.5,3.4,4.8,0.6,0.1,2.8,1.5,17.2
95,Nic Claxton,C,24,BRK,46,46,29.5,5.3,8.5,.621,0.0,0.1,.250,5.3,8.5,.625,.622,1.4,2.5,.570,2.9,7.2,10.1,1.9,0.7,2.2,1.2,2.5,12.0
96,Noah Clowney,PF,19,BRK,7,0,9.9,1.6,2.6,.611,0.1,0.6,.250,1.4,2.0,.714,.639,0.9,0.9,1.000,0.9,1.0,1.9,0.9,0.0,0.1,0.4,0.7,4.1
97,Amir Coffey,SF,26,LAC,43,8,18.3,2.2,4.1,.540,0.9,2.0,.425,1.3,2.1,.652,.645,1.0,1.1,.894,0.4,1.3,1.7,0.8,0.5,0.1,0.4,1.3,6.3
98,John Collins,PF,26,UTA,53,51,27.9,5.6,10.8,.521,1.2,3.4,.337,4.5,7.4,.606,.574,1.8,2.3,.780,2.3,6.1,8.4,1.2,0.6,0.8,1.4,2.8,14.2
99,Zach Collins,C,26,SAS,45,24,23.8,4.4,9.1,.478,0.8,3.0,.277,3.5,6.1,.579,.524,1.8,2.3,.777,1.7,3.7,5.4,3.0,0.5,0.7,2.0,3.2,11.3
100,Mike Conley,PG,36,MIN,52,52,28.9,3.6,8.0,.446,2.3,5.2,.444,1.3,2.8,.449,.590,1.2,1.3,.923,0.4,2.5,2.9,6.3,1.0,0.2,1.1,1.7,10.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Pat Connaughton,SF,31,MIL,51,2,21.3,1.9,4.1,.459,1.1,2.9,.388,0.8,1.2,.629,.596,0.4,0.6,.690,0.6,2.7,3.3,1.9,0.5,0.2,0.6,1.3,5.3
102,Bilal Coulibaly,SF,19,WAS,55,7,27.1,3.0,6.8,.441,1.0,2.8,.357,2.0,4.0,.500,.515,1.3,2.0,.685,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.1,8.3
103,Ricky Council IV,SG,22,PHI,16,0,9.3,1.8,3.9,.468,0.3,1.0,.250,1.6,2.9,.543,.500,2.3,3.0,.750,0.7,1.3,2.0,0.3,0.1,0.0,0.1,0.5,6.1
104,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,.439,0.7,1.9,.339,0.8,1.4,.571,.536,0.8,0.9,.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
104,Robert Covington,PF,33,LAC,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0
104,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,.449,0.7,1.8,.354,0.9,1.6,.561,.545,0.8,0.9,.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5
105,Torrey Craig,SF,33,CHI,33,8,21.0,2.2,5.1,.425,1.1,3.0,.374,1.0,2.1,.500,.536,0.6,0.8,.778,1.7,3.1,4.7,1.1,0.6,0.5,0.6,2.3,6.1
106,Jae Crowder,PF,33,MIL,26,10,25.1,2.4,5.6,.432,1.3,3.7,.358,1.1,2.0,.569,.548,0.6,0.9,.667,0.4,3.0,3.4,1.5,0.8,0.2,0.5,1.7,6.8
107,Cade Cunningham,PG,22,DET,46,46,33.8,8.4,18.5,.453,1.8,5.2,.346,6.6,13.3,.495,.502,3.7,4.3,.857,0.4,3.7,4.2,7.4,0.9,0.3,3.5,2.8,22.2
108,Seth Curry,SG,33,TOT,41,3,13.6,1.8,4.5,.393,0.8,2.4,.343,0.9,2.0,.452,.486,0.5,0.6,.880,0.4,1.0,1.5,0.9,0.5,0.1,0.4,0.8,4.9
108,Seth Curry,SG,33,DAL,36,3,12.7,1.5,4.0,.372,0.8,2.2,.363,0.7,1.8,.385,.472,0.5,0.5,.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3
108,Seth Curry,SG,33,CHO,5,0,20.0,3.6,7.6,.474,1.0,3.8,.263,2.6,3.8,.684,.539,1.0,1.2,.833,0.4,1.2,1.6,1.4,0.6,0.4,0.4,0.4,9.2
109,Stephen Curry,PG,35,GSW,52,52,33.4,9.1,19.8,.462,5.0,12.0,.419,4.1,7.8,.527,.589,4.6,5.0,.923,0.5,3.8,4.3,5.1,0.8,0.4,3.0,1.8,27.8
110,Dyson Daniels,PG,20,NOP,52,15,21.9,2.2,4.9,.438,0.6,2.1,.291,1.5,2.8,.548,.500,0.6,1.0,.640,1.0,2.7,3.7,2.6,1.4,0.4,1.0,1.6,5.5
111,Anthony Davis,C,30,LAL,54,54,35.6,9.5,17.1,.556,0.4,1.3,.271,9.2,15.8,.579,.566,5.6,6.9,.810,3.1,9.1,12.2,3.7,1.1,2.4,2.1,2.4,25.0
112,Johnny Davis,SG,21,WAS,25,0,8.7,1.0,2.8,.366,0.1,0.4,.200,1.0,2.4,.393,.380,0.2,0.4,.444,0.4,0.8,1.2,0.4,0.4,0.1,0.3,0.7,2.3
113,JD Davison,SG,21,BOS,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
114,Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5
115,DeMar DeRozan,SF,34,CHI,54,54,37.6,7.8,16.6,.470,0.9,2.8,.333,6.9,13.8,.498,.498,6.1,7.1,.854,0.6,3.5,4.1,5.2,1.1,0.6,1.5,2.2,22.6
116,Moussa Diabaté,C,22,LAC,10,0,5.8,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.9,1.2,.750,1.4,0.6,2.0,0.4,0.4,0.0,0.2,0.4,2.7
117,Mamadi Diakite,PF,27,SAS,3,0,5.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.0,.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0
118,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0
119,Gradey Dick,SG,20,TOR,36,1,15.5,2.1,4.9,.421,1.1,2.9,.358,1.0,2.0,.514,.528,0.6,0.7,.920,0.4,1.3,1.7,1.1,0.5,0.0,0.6,1.3,5.9
120,Ousmane Dieng,PF,20,OKC,29,0,11.2,1.5,3.5,.426,0.7,2.2,.313,0.8,1.3,.622,.525,0.5,0.6,.875,0.3,1.3,1.7,1.1,0.2,0.1,0.6,0.7,4.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Spencer Dinwiddie,PG,30,TOT,52,48,30.3,3.9,10.1,.388,1.8,5.6,.316,2.1,4.5,.478,.476,2.4,3.1,.784,0.5,2.6,3.1,5.8,0.8,0.2,1.3,1.8,12.0
121,Spencer Dinwiddie,PG,30,BRK,48,48,30.7,4.1,10.4,.391,1.9,5.8,.320,2.2,4.6,.480,.480,2.6,3.3,.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6
121,Spencer Dinwiddie,PG,30,LAL,4,0,25.3,2.0,6.0,.333,0.8,3.3,.231,1.3,2.8,.455,.396,0.5,0.5,1.000,0.0,0.8,0.8,3.8,1.0,0.3,1.3,2.5,5.3
122,Donte DiVincenzo,SG,27,NYK,56,38,25.3,4.8,10.7,.454,3.1,7.4,.415,1.8,3.3,.541,.598,0.9,1.3,.729,0.8,2.5,3.3,2.4,1.2,0.4,1.2,2.0,13.7
123,Luka Dončić,PG,24,DAL,48,48,37.5,11.6,23.5,.492,3.9,10.3,.379,7.7,13.2,.581,.575,7.3,9.3,.780,0.7,8.1,8.8,9.6,1.5,0.6,3.9,2.0,34.3
124,Luguentz Dort,SF,24,OKC,54,54,28.4,3.6,8.2,.445,1.9,4.8,.398,1.7,3.4,.511,.562,1.5,1.9,.814,1.1,2.7,3.8,1.3,0.9,0.7,0.9,3.0,10.8
125,Ayo Dosunmu,SG,24,CHI,54,15,25.7,4.0,7.9,.502,1.4,3.4,.414,2.6,4.6,.567,.590,0.9,1.1,.767,0.6,2.0,2.6,2.4,0.8,0.5,1.1,2.1,10.2
126,Andre Drummond,C,30,CHI,56,9,16.7,3.3,6.0,.555,0.0,0.1,.000,3.3,5.9,.560,.555,1.5,2.6,.561,3.4,5.3,8.6,0.5,1.1,0.6,1.1,1.7,8.1
127,Chris Duarte,SF,26,SAC,38,11,12.9,1.3,3.5,.371,0.7,1.9,.338,0.6,1.5,.414,.466,0.5,0.7,.769,0.4,1.4,1.8,0.9,0.5,0.1,0.5,1.7,3.8
128,Kris Dunn,PG,29,UTA,49,27,18.1,2.2,4.7,.480,0.7,1.6,.400,1.6,3.0,.523,.550,0.3,0.5,.696,0.8,2.1,2.9,4.1,1.0,0.4,1.2,1.9,5.5
129,Kevin Durant,PF,35,PHO,50,50,37.1,10.2,19.1,.533,2.2,5.2,.429,8.0,13.9,.572,.592,5.5,6.3,.861,0.5,6.2,6.7,5.6,0.9,1.3,3.2,1.9,28.1
130,Jalen Duren,C,20,DET,41,40,30.1,6.1,9.6,.635,0.0,0.1,.000,6.1,9.6,.640,.635,1.8,2.4,.740,3.3,8.7,12.0,2.5,0.4,0.9,2.0,3.3,14.0
131,Tari Eason,PF,22,HOU,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8
132,Anthony Edwards,SG,22,MIN,54,54,35.1,9.1,19.5,.468,2.6,6.7,.384,6.6,12.8,.512,.534,5.5,6.6,.833,0.6,4.8,5.4,5.2,1.2,0.5,3.2,1.9,26.3
133,Kessler Edwards,SF,23,SAC,37,0,4.8,0.6,1.4,.412,0.3,0.9,.364,0.2,0.5,.500,.529,0.1,0.1,.750,0.1,0.6,0.8,0.2,0.1,0.1,0.0,0.5,1.5
134,Keon Ellis,SG,24,SAC,33,3,11.5,1.2,2.7,.422,0.8,2.2,.370,0.3,0.5,.647,.572,0.3,0.5,.647,0.3,1.0,1.2,1.2,0.4,0.4,0.5,1.4,3.5
135,Joel Embiid,C,29,PHI,34,34,34.0,11.8,22.2,.533,1.2,3.3,.366,10.6,18.9,.562,.560,10.5,11.9,.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3
136,Drew Eubanks,C,26,PHO,51,4,16.0,2.3,3.6,.625,0.1,0.1,1.000,2.2,3.5,.619,.633,1.0,1.4,.736,1.3,2.9,4.3,0.9,0.4,0.8,1.0,1.6,5.6
137,Tosan Evbuomwan,SF,22,TOT,5,0,16.4,1.2,3.4,.353,0.6,1.8,.333,0.6,1.6,.375,.441,0.0,0.0,,1.6,1.6,3.2,1.2,0.2,0.2,0.2,1.2,3.0
137,Tosan Evbuomwan,SF,22,MEM,4,0,18.5,1.0,3.8,.267,0.5,2.0,.250,0.5,1.8,.286,.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5
137,Tosan Evbuomwan,SF,22,DET,1,0,8.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0
138,Dante Exum,PG,28,DAL,32,14,19.7,3.6,6.3,.571,1.0,2.0,.477,2.7,4.3,.616,.648,1.0,1.4,.727,0.6,2.2,2.8,2.8,0.6,0.2,0.8,1.6,9.2
139,Bruno Fernando,C,25,ATL,19,1,9.1,1.7,3.1,.542,0.0,0.2,.000,1.7,2.9,.571,.542,1.1,1.8,.588,1.1,2.1,3.2,0.4,0.2,0.5,0.5,1.4,4.4
140,Dorian Finney-Smith,PF,30,BRK,47,36,27.9,3.1,7.7,.409,1.9,5.2,.373,1.2,2.5,.483,.535,0.4,0.6,.679,1.6,3.0,4.7,1.4,0.7,0.6,0.8,2.3,8.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Adam Flagler,SG,24,OKC,1,0,6.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,Malachi Flynn,PG,25,TOT,49,0,11.7,1.4,3.6,.400,0.7,2.0,.347,0.7,1.6,.468,.497,0.6,0.7,.771,0.3,1.3,1.5,1.7,0.4,0.1,0.8,1.0,4.1
142,Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,.409,0.9,2.6,.350,0.9,1.8,.491,.511,0.5,0.7,.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1
142,Malachi Flynn,PG,25,NYK,14,0,4.3,0.6,1.6,.391,0.3,0.9,.308,0.4,0.7,.500,.478,0.6,0.8,.818,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.2,2.2
142,Malachi Flynn,PG,25,DET,4,0,9.5,1.3,3.8,.333,0.5,1.3,.400,0.8,2.5,.300,.400,0.3,0.5,.500,0.0,1.0,1.0,1.5,0.8,0.0,0.8,0.8,3.3
143,Simone Fontecchio,SF,28,TOT,55,38,23.7,3.5,7.7,.454,1.9,4.8,.390,1.6,2.9,.560,.576,0.6,0.8,.778,1.0,2.5,3.5,1.5,0.6,0.3,1.0,1.6,9.5
143,Simone Fontecchio,SF,28,UTA,50,34,23.2,3.2,7.2,.450,1.8,4.7,.391,1.4,2.5,.560,.577,0.6,0.8,.800,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,8.9
143,Simone Fontecchio,SF,28,DET,5,4,28.6,6.2,13.0,.477,2.4,6.2,.387,3.8,6.8,.559,.569,0.6,1.0,.600,0.8,2.8,3.6,2.2,0.8,0.0,0.4,1.6,15.4
144,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0
145,Trent Forrest,SG,25,ATL,20,0,10.5,0.8,2.4,.319,0.1,0.4,.286,0.7,2.0,.325,.340,0.4,0.5,.800,0.3,1.1,1.3,2.1,0.4,0.1,0.6,0.9,2.0
146,Evan Fournier,SG,31,TOT,7,0,17.9,2.9,7.4,.385,1.6,4.9,.324,1.3,2.6,.500,.490,1.0,1.3,.778,0.3,2.4,2.7,0.9,1.1,0.1,1.0,1.4,8.3
146,Evan Fournier,SG,31,NYK,3,0,13.0,1.3,6.7,.200,0.7,5.0,.133,0.7,1.7,.400,.250,0.7,0.7,1.000,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0
146,Evan Fournier,SG,31,DET,4,0,21.5,4.0,8.0,.500,2.3,4.8,.474,1.8,3.3,.538,.641,1.3,1.8,.714,0.5,3.3,3.8,0.8,1.0,0.3,1.5,1.5,11.5
147,De'Aaron Fox,PG,26,SAC,49,49,35.6,9.7,20.6,.468,2.9,7.8,.375,6.7,12.9,.524,.539,4.6,6.5,.703,0.9,3.2,4.1,5.6,1.9,0.4,2.6,2.6,26.8
148,Javon Freeman-Liberty,PG,24,TOR,2,0,2.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
149,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
150,Markelle Fultz,PG,25,ORL,21,15,24.0,4.0,8.0,.491,0.0,0.3,.143,3.9,7.7,.506,.494,0.4,0.8,.563,1.4,2.1,3.5,3.7,1.3,0.3,1.1,1.7,8.4
151,Daniel Gafford,C-PF,25,TOT,49,47,26.0,4.5,6.7,.681,0.0,0.0,,4.5,6.7,.681,.681,1.9,2.7,.720,3.0,5.2,8.2,1.5,0.9,2.1,1.0,3.2,11.0
151,Daniel Gafford,C,25,WAS,45,45,26.5,4.5,6.5,.690,0.0,0.0,,4.5,6.5,.690,.690,1.9,2.6,.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,10.9
151,Daniel Gafford,PF,25,DAL,4,2,20.3,4.8,8.0,.594,0.0,0.0,,4.8,8.0,.594,.594,2.8,3.3,.846,3.8,6.5,10.3,1.3,0.5,2.0,1.3,2.5,12.3
152,Danilo Gallinari,PF-SF,35,TOT,33,0,14.5,2.1,4.7,.448,0.8,2.3,.355,1.3,2.4,.538,.536,2.1,2.4,.850,0.5,2.3,2.8,1.3,0.3,0.2,0.4,1.1,7.1
152,Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0
152,Danilo Gallinari,SF,35,DET,6,0,15.0,2.0,3.7,.545,1.2,2.0,.583,0.8,1.7,.500,.705,3.5,4.0,.875,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,8.7
152,Danilo Gallinari,SF,35,MIL,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
153,Darius Garland,PG,24,CLE,31,31,32.2,6.6,14.1,.471,1.7,5.0,.340,4.9,9.1,.544,.532,3.3,3.8,.856,0.5,1.9,2.4,6.2,1.4,0.1,3.3,1.3,18.3
154,Usman Garuba,PF,21,GSW,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0
155,Luka Garza,C,25,MIN,14,0,2.9,0.8,1.8,.440,0.2,0.6,.333,0.6,1.1,.500,.500,0.6,0.9,.667,0.4,0.4,0.8,0.1,0.0,0.0,0.1,0.8,2.4
156,Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Keyonte George,PG,20,UTA,51,20,25.0,3.8,9.6,.394,1.9,5.5,.345,1.9,4.2,.458,.492,2.3,2.8,.818,0.3,2.5,2.8,4.3,0.5,0.1,2.0,1.2,11.7
158,Paul George,PF,33,LAC,52,52,33.8,7.8,17.1,.456,3.3,8.2,.395,4.5,8.9,.512,.551,3.3,3.7,.905,0.5,4.8,5.3,3.7,1.6,0.4,2.0,2.9,22.1
159,Taj Gibson,PF,38,NYK,16,1,10.3,0.4,1.4,.304,0.0,0.4,.000,0.4,1.1,.412,.304,0.1,0.1,1.000,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0
160,Josh Giddey,SG,21,OKC,55,55,24.8,4.6,10.3,.449,1.0,2.9,.327,3.7,7.4,.498,.496,1.2,1.5,.829,1.3,4.8,6.1,4.4,0.6,0.5,2.0,1.2,11.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
162,Shai Gilgeous-Alexander,PG,25,OKC,55,55,34.5,10.9,20.0,.548,1.3,3.3,.375,9.7,16.6,.583,.579,7.9,9.0,.883,0.9,4.7,5.5,6.6,2.1,0.9,2.1,2.5,31.1
163,Anthony Gill,PF,31,WAS,31,0,5.6,0.7,1.6,.460,0.1,0.4,.231,0.6,1.2,.541,.490,0.5,0.6,.750,0.5,0.8,1.3,0.5,0.2,0.2,0.5,0.4,2.1
164,Collin Gillespie,PG,24,DEN,19,0,8.5,1.2,2.4,.511,0.6,1.3,.458,0.6,1.1,.571,.633,0.3,0.4,.625,0.1,0.6,0.6,0.8,0.5,0.0,0.5,0.9,3.3
165,Jacob Gilyard,PG,25,MEM,37,14,17.7,1.6,3.9,.417,1.4,3.2,.425,0.2,0.6,.375,.594,0.1,0.1,1.000,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7
166,Rudy Gobert,C,31,MIN,55,55,33.5,5.2,8.0,.649,0.0,0.0,.000,5.2,8.0,.651,.649,3.3,5.1,.643,3.6,9.0,12.7,1.2,0.6,2.1,1.5,3.0,13.7
167,Jordan Goodwin,PG,25,TOT,42,1,14.5,2.0,5.1,.394,0.6,2.0,.294,1.4,3.0,.461,.453,0.6,0.8,.788,1.0,2.0,3.0,2.0,0.6,0.2,0.7,1.1,5.2
167,Jordan Goodwin,PG,25,PHO,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0
167,Jordan Goodwin,PG,25,MEM,2,1,26.5,4.5,10.0,.450,1.0,2.5,.400,3.5,7.5,.467,.500,0.5,2.0,.250,1.5,3.5,5.0,3.0,1.5,0.5,1.0,1.0,10.5
168,Aaron Gordon,PF,28,DEN,51,51,31.5,5.4,9.9,.549,0.6,1.9,.305,4.9,8.0,.605,.577,2.3,3.6,.640,2.4,4.1,6.5,3.2,0.8,0.7,1.5,1.9,13.8
169,Eric Gordon,SG,35,PHO,49,24,29.8,4.6,10.0,.457,2.5,6.3,.389,2.1,3.6,.576,.581,0.9,1.1,.815,0.3,1.8,2.1,2.2,1.0,0.5,1.3,1.3,12.5
170,Devonte' Graham,PG,28,SAS,12,0,8.3,0.9,2.5,.367,0.6,1.8,.318,0.3,0.7,.500,.483,0.5,0.7,.750,0.2,1.2,1.3,1.6,0.3,0.1,0.3,0.3,2.9
171,Jerami Grant,PF,29,POR,48,48,34.0,7.4,16.2,.456,2.1,5.2,.406,5.3,11.0,.479,.521,4.9,6.1,.808,0.8,2.9,3.7,2.7,0.7,0.7,2.0,2.3,21.8
172,A.J. Green,SG,24,MIL,36,0,9.3,1.4,3.4,.430,1.2,2.9,.415,0.2,0.4,.533,.612,0.2,0.2,1.000,0.2,0.9,1.1,0.6,0.1,0.1,0.1,0.9,4.3
173,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
174,Draymond Green,PF,33,GSW,31,28,26.5,3.6,7.1,.507,1.1,2.6,.438,2.5,4.5,.546,.586,1.1,1.5,.761,1.3,5.6,6.9,6.0,0.8,0.9,2.3,3.1,9.5
175,Jalen Green,SG,21,HOU,56,56,30.3,6.1,15.0,.407,2.0,6.5,.309,4.1,8.5,.483,.474,3.5,4.4,.801,0.4,4.4,4.8,3.4,0.7,0.3,2.2,1.3,17.8
176,Jeff Green,PF,37,HOU,54,5,16.8,2.0,4.2,.476,0.5,1.5,.309,1.6,2.7,.568,.531,1.8,2.2,.829,0.6,1.6,2.2,0.9,0.2,0.4,0.7,1.5,6.3
177,Josh Green,SG,23,DAL,43,26,27.3,3.4,6.9,.490,1.5,3.6,.418,1.9,3.4,.566,.597,0.8,1.2,.660,0.6,2.6,3.3,2.6,0.8,0.2,1.1,2.1,9.0
178,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1
179,Quentin Grimes,SG,23,TOT,46,18,20.3,2.5,6.4,.391,1.7,4.7,.359,0.8,1.7,.481,.524,0.5,0.7,.706,0.3,1.7,2.0,1.2,0.7,0.1,0.5,1.5,7.2
179,Quentin Grimes,SG,23,NYK,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3
179,Quentin Grimes,SG,23,DET,1,0,26.0,2.0,8.0,.250,1.0,5.0,.200,1.0,3.0,.333,.313,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0
180,Mouhamadou Gueye,PF,25,TOR,1,0,6.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
181,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
182,Rui Hachimura,PF,25,LAL,44,15,24.6,4.6,8.9,.515,1.3,3.1,.406,3.3,5.8,.575,.587,1.5,2.1,.723,0.8,3.0,3.8,1.1,0.7,0.3,0.7,1.4,12.0
183,Ashton Hagans,PG,24,POR,5,1,12.4,1.2,2.6,.462,0.0,0.8,.000,1.2,1.8,.667,.462,0.2,0.4,.500,0.0,1.0,1.0,1.4,0.2,0.2,0.6,1.6,2.6
