"player_id";"player_name";"team_id"
95;"JevonCarter";6
96;"AlexCaruso";6
97;"TorreyCraig";6
98;"DeMarDeRozan";6
99;"AyoDosunmu";6
100;"AndreDrummond";6
101;"JavonteGreen";6
102;"CarlikJones";6
103;"DerrickJones Jr.";6
104;"ZachLaVine";6
105;"JustinLewis";6
106;"JulianPhillips";6
107;"AdamaSanogo";6
108;"TerryTaylor";6
109;"DalenTerry";6
110;"NikolaVucevic";6
111;"CobyWhite";6
112;"PatrickWilliams";6
113;"JarrettAllen";7
114;"EmoniBates";7
115;"MamadiDiakite";7
116;"DariusGarland";7
117;"DannyGreen";7
118;"TyJerome";7
119;"DamianJones";7
120;"CarisLeVert";7
121;"SamMerrill";7
122;"DonovanMitchell";7
123;"EvanMobley";7
124;"IsaiahMobley";7
125;"RaulNeto";7
126;"GeorgesNiang";7
127;"IsaacOkoro";7
128;"CraigPorter";7
129;"RickyRubio";7
130;"MaxStrus";7
131;"DeanWade";7
132;"DylanWindler";7
133;"MarvinBagley III";8
134;"BojanBogdanovic";8
135;"AlecBurks";8
136;"MalcolmCazalon";8
137;"CadeCunningham";8
138;"JalenDuren";8
139;"JoeHarris";8
140;"KillianHayes";8
141;"JadenIvey";8
142;"IsaiahLivers";8
143;"MonteMorris";8
144;"JaredRhoden";8
145;"MarcusSasser";8
146;"IsaiahStewart";8
147;"AusarThompson";8
148;"JamesWiseman";8
149;"BruceBrown";9
150;"KendallBrown";9
151;"TyreseHaliburton";9
152;"BuddyHield";9
153;"IsaiahJackson";9
154;"JamesJohnson";9
155;"MojaveKing";9
156;"BennedictMathurin";9
157;"T.J.McConnell";9
158;"AndrewNembhard";9
159;"AaronNesmith";9
160;"JordanNwora";9
161;"BenSheppard";9
162;"JalenSmith";9
163;"DanielTheis";9
164;"ObiToppin";9
165;"OscarTshiebwe";9
166;"MylesTurner";9
167;"JaraceWalker";9
168;"IsaiahWong";9
169;"GabeYork";9
170;"GraysonAllen";10
171;"GiannisAntetokounmpo";10
172;"ThanasisAntetokounmpo";10
173;"MalikBeasley";10
174;"MarJonBeauchamp";10
175;"PatConnaughton";10
176;"JaeCrowder";10
177;"GoranDragic";10
178;"JazianGortman";10
179;"AJGreen";10
180;"JrueHoliday";10
181;"AndreJackson Jr.";10
182;"MeyersLeonard";10
183;"ChrisLivingston";10
184;"BrookLopez";10
185;"RobinLopez";10
186;"KhrisMiddleton";10
187;"OmariMoore";10
188;"BobbyPortis";10
189;"LindellWigginton";10
190;"SaddiqBey";11
191;"BogdanBogdanovic";11
192;"KobeBufkin";11
193;"ClintCapela";11
194;"BrunoFernando";11
195;"TrentForrest";11
196;"AJGriffin";11
197;"MouhamedGueye";11
198;"De'AndreHunter";11
199;"JalenJohnson";11
200;"VitKrejci";11
201;"SethLundy";11
202;"GarrisonMathews";11
203;"WesleyMatthews";11
204;"PattyMills";11
205;"DejounteMurray";11
206;"MilesNorris";11
207;"OnyekaOkongwu";11
208;"TraeYoung";11
209;"AmariBailey";12
210;"LaMeloBall";12
211;"LeakyBlack";12
212;"JamesBouknight";12
213;"MilesBridges";12
214;"GordonHayward";12
215;"KaiJones";12
216;"TheoMaledon";12
217;"CodyMartin";12
218;"BryceMcGowens";12
219;"BrandonMiller";12
220;"SviMykhailiuk";12
221;"KellyOubre Jr.";12
222;"NickRichards";12
223;"TerryRozier";12
224;"KobiSimmons";12
225;"NickSmith Jr.";12
226;"XavierSneed";12
227;"JTThor";12
228;"P.J.Washington";12
229;"MarkWilliams";12
230;"BamAdebayo";13
231;"JamareeBouyea";13
232;"ThomasBryant";13
233;"JimmyButler";13
234;"JamalCain";13
235;"UdonisHaslem";13
236;"TylerHerro";13
237;"HaywoodHighsmith";13
238;"JaimeJaquez Jr.";13
239;"NikolaJovic";13
240;"KevinLove";13
241;"KyleLowry";13
242;"CalebMartin";13
243;"JoshRichardson";13
244;"DuncanRobinson";13
245;"OrlandoRobinson";13
246;"DruSmith";13
247;"ColeAnthony";14
248;"PaoloBanchero";14
249;"GogaBitadze";14
250;"AnthonyBlack";14
251;"WendellCarter Jr.";14
252;"MichaelCarter-Williams";14
253;"MarkelleFultz";14
254;"GaryHarris";14
255;"KevonHarris";14
256;"CalebHoustan";14
257;"JettHoward";14
258;"JoeIngles";14
259;"JonathanIsaac";14
260;"ChumaOkeke";14
261;"AdmiralSchofield";14
262;"JalenSuggs";14
263;"FranzWagner";14
264;"MoritzWagner";14
265;"DeniAvdija";15
266;"PatrickBaldwin";15
267;"XavierCooks";15
268;"BilalCoulibaly";15
269;"JohnnyDavis";15
270;"DanielGafford";15
271;"DaniloGallinari";15
272;"TajGibson";15
273;"AnthonyGill";15
274;"QuentonJackson";15
275;"TyusJones";15
276;"CoreyKispert";15
277;"KyleKuzma";15
278;"MikeMuscala";15
279;"KendrickNunn";15
280;"EugeneOmoruyi";15
281;"JordanPoole";15
282;"RyanRollins";15
283;"LandryShamet";15
284;"TristanVukcevic";15
285;"DelonWright";15
286;"ChristianBraun";16
287;"KentaviousCaldwell-Pope";16
288;"VlatkoCancar";16
289;"ArmaanFranklin";16
290;"AndrewFunk";16
291;"CollinGillespie";16
292;"AaronGordon";16
293;"JustinHoliday";16
294;"JayHuff";16
295;"ReggieJackson";16
296;"NikolaJokic";16
297;"DeAndreJordan";16
298;"BraxtonKey";16
299;"JamalMurray";16
300;"ZekeNnaji";16
301;"JalenPickett";16
302;"MichaelPorter Jr.";16
303;"IshSmith";16
304;"JulianStrawther";16
305;"HunterTyson";16
306;"PeytonWatson";16
307;"NickeilAlexander-Walker";17
308;"KyleAnderson";17
309;"TroyBrown Jr.";17
310;"JaylenClark";17
311;"MikeConley";17
312;"AnthonyEdwards";17
313;"LukaGarza";17
314;"RudyGobert";17
315;"JadenMcDaniels";17
316;"JordanMcLaughlin";17
317;"LeonardMiller";17
318;"ShakeMilton";17
319;"JoshMinott";17
320;"WendellMoore Jr.";17
321;"JaylenNowell";17
322;"NazReid";17
323;"AustinRivers";17
324;"MattRyan";17
325;"Karl-AnthonyTowns";17
326;"DavisBertans";18
327;"OusmaneDieng";18
328;"LuguentzDort";18
329;"UsmanGaruba";18
330;"JoshGiddey";18
331;"ShaiGilgeous-Alexander";18
332;"ChetHolmgren";18
333;"IsaiahJoe";18
334;"KeyontaeJohnson";18
335;"TreMann";18
336;"VasilijeMicic";18
337;"VictorOladipo";18
338;"AleksejPokusevski";18
339;"JeremiahRobinson-Earl";18
340;"CasonWallace";18
341;"TyTyWashington Jr.";18
342;"JackWhite";18
343;"AaronWiggins";18
344;"JalenWilliams";18
345;"JaylinWilliams";18
346;"KenrichWilliams";18
347;"IbouBadji";19
348;"JohnButler Jr.";19
349;"JeramiGrant";19
350;"ScootHenderson";19
351;"KeonJohnson";19
352;"KevinKnox II";19
353;"DamianLillard";19
354;"NassirLittle";19
355;"KrisMurray";19
356;"JusufNurkic";19
357;"RayanRupert";19
358;"ShaedonSharpe";19
359;"AnferneeSimons";19
360;"MatisseThybulle";19
361;"JabariWalker";19
362;"JeenathanWilliams";19
363;"JustiseWinslow";19
364;"OchaiAgbaji";20
365;"JordanClarkson";20
366;"JohnCollins";20
367;"KrisDunn";20
368;"SimoneFontecchio";20
369;"KeyonteGeorge";20
370;"JoeyHauser";20
371;"TaylorHendricks";20
372;"TalenHorton-Tucker";20
373;"JohnnyJuzang";20
374;"WalkerKessler";20
375;"LauriMarkkanen";20
376;"KellyOlynyk";20
377;"MicahPotter";20
378;"LukaSamanic";20
379;"BriceSensabaugh";20
380;"CollinSexton";20
381;"OmerYurtseven";20
382;"StephenCurry";21
383;"DraymondGreen";21
384;"JaMychalGreen";21
385;"AndreIguodala";21
386;"TrayceJackson-Davis";21
387;"CoryJoseph";21
388;"JonathanKuminga";21
389;"AnthonyLamb";21
390;"KevonLooney";21
391;"MosesMoody";21
392;"ChrisPaul";21
393;"GaryPayton II";21
394;"BrandinPodziemski";21
395;"LesterQuinones";21
396;"DarioSaric";21
397;"KlayThompson";21
398;"AndrewWiggins";21
399;"NicolasBatum";22
400;"BrandonBoston Jr.";22
401;"KobeBrown";22
402;"AmirCoffey";22
403;"RobertCovington";22
404;"MoussaDiabate";22
405;"PaulGeorge";22
406;"BonesHyland";22
407;"KawhiLeonard";22
408;"TeranceMann";22
409;"KenyonMartin Jr.";22
410;"JordanMiller";22
411;"XavierMoon";22
412;"MarcusMorris Sr.";22
413;"MasonPlumlee";22
414;"NormanPowell";22
415;"JasonPreston";22
416;"RussellWestbrook";22
417;"IvicaZubac";22
418;"ColinCastleton";23
419;"MaxChristie";23
420;"AnthonyDavis";23
421;"WenyenGabriel";23
422;"RuiHachimura";23
423;"JaxsonHayes";23
424;"D'MoiHodge";23
425;"JalenHood-Schifino";23
426;"LeBronJames";23
427;"MaxwellLewis";23
428;"ScottyPippen Jr.";23
429;"TaureanPrince";23
430;"AustinReaves";23
431;"CamReddish";23
432;"D'AngeloRussell";23
433;"ColeSwider";23
434;"TristanThompson";23
435;"JarredVanderbilt";23
436;"GabeVincent";23
437;"DeandreAyton";24
438;"KeitaBates-Diop";24
439;"BradleyBeal";24
440;"BismackBiyombo";24
441;"BolBol";24
442;"DevinBooker";24
443;"ToumaniCamara";24
444;"KevinDurant";24
445;"DrewEubanks";24
446;"JordanGoodwin";24
447;"EricGordon";24
448;"DamionLee";24
449;"SabenLee";24
450;"ChimezieMetu";24
451;"JoshOkogie";24
452;"TerrenceRoss";24
453;"IshWainright";24
454;"T.J.Warren";24
455;"YutaWatanabe";24
456;"HarrisonBarnes";25
457;"ChrisDuarte";25
458;"KesslerEdwards";25
459;"KeonEllis";25
460;"De'AaronFox";25
461;"KevinHuerter";25
462;"ColbyJones";25
463;"AlexLen";25
464;"TreyLyles";25
465;"DavionMitchell";25
466;"MalikMonk";25
467;"KeeganMurray";25
468;"NerlensNoel";25
469;"NeemiasQueta";25
470;"DomantasSabonis";25
471;"JalenSlawson";25
472;"AleksandarVezenkov";25
473;"SethCurry";26
474;"LukaDoncic";26
475;"DanteExum";26
476;"JoshGreen";26
477;"TimHardaway Jr.";26
478;"JadenHardy";26
479;"RichaunHolmes";26
480;"KyrieIrving";26
481;"MaxiKleber";26
482;"A.J.Lawson";26
483;"DereckLively II";26
484;"JaValeMcGee";26
485;"MikeMiles Jr.";26
486;"MarkieffMorris";26
487;"FrankNtilikina";26
488;"TheoPinson";26
489;"DwightPowell";26
490;"Olivier-MaxenceProsper";26
491;"GrantWilliams";26
492;"ChristianWood";26
493;"McKinleyWright IV";26
494;"DillonBrooks";27
495;"DariusDays";27
496;"TariEason";27
497;"JalenGreen";27
498;"JeffGreen";27
499;"AaronHoliday";27
500;"TrevorHudgins";27
501;"JockLandale";27
502;"KevinPorter Jr.";27
503;"AlperenSengun";27
504;"JabariSmith Jr.";27
505;"Jae'SeanTate";27
506;"AmenThompson";27
507;"FredVanVleet";27
508;"CamWhitmore";27
509;"StevenAdams";28
510;"SantiAldama";28
511;"DesmondBane";28
512;"TarikBiberovic";28
513;"JoshChristopher";28
514;"BrandonClarke";28
515;"JacobGilyard";28
516;"GGJackson II";28
517;"JarenJackson Jr.";28
518;"LukeKennard";28
519;"JohnKonchar";28
520;"JakeLaRavia";28
521;"KennethLofton Jr.";28
522;"JaMorant";28
523;"DavidRoddy";28
524;"DerrickRose";28
525;"MarcusSmart";28
526;"XavierTillman";28
527;"IsaiahTodd";28
528;"ZiaireWilliams";28
529;"VinceWilliams Jr.";28
530;"JoseAlvarado";29
531;"DysonDaniels";29
532;"JordanHawkins";29
533;"WillyHernangomez";29
534;"BrandonIngram";29
535;"HerbertJones";29
536;"KiraLewis Jr.";29
537;"E.J.Liddell";29
538;"NajiMarshall";29
539;"CJMcCollum";29
540;"TreyMurphy III";29
541;"LarryNance Jr.";29
542;"DereonSeabron";29
543;"JonasValanciunas";29
544;"ZionWilliamson";29
545;"CodyZeller";29
546;"DominickBarlow";30
547;"CharlesBassey";30
548;"KhemBirch";30
549;"MalakiBranham";30
550;"ReggieBullock";30
551;"JulianChampagnie";30
552;"SidyCissoko";30
553;"ZachCollins";30
554;"Devonte'Graham";30
555;"KeldonJohnson";30
556;"TreJones";30
557;"SandroMamukelashvili";30
558;"DougMcDermott";30
559;"CediOsman";30
560;"CameronPayne";30
561;"Sir'JabariRice";30
562;"JeremySochan";30
563;"DevinVassell";30
564;"VictorWembanyama";30
565;"BlakeWesley";30
